Starting with 100 epochs and 256 batch size.
Total configs: 2,187.
Train Datasets: ['implicit_graph_n7']
Train Dataset size: 77,076,249
Max sequence length: 45
Spectral embedding dim: 1
CausalTransformer(
  (embedding): EmbeddingProjectionModel(
    (projection): Linear(in_features=7, out_features=8, bias=True)
  )
  (transformer): TransformerDecoder(
    (layers): ModuleList(
      (0-1): 2 x TransformerDecoderLayer(
        (self_attn): MultiheadAttention(
          (out_proj): NonDynamicallyQuantizableLinear(in_features=8, out_features=8, bias=True)
        )
        (multihead_attn): MultiheadAttention(
          (out_proj): NonDynamicallyQuantizableLinear(in_features=8, out_features=8, bias=True)
        )
        (linear1): Linear(in_features=8, out_features=2048, bias=True)
        (dropout): Dropout(p=0.1, inplace=False)
        (linear2): Linear(in_features=2048, out_features=8, bias=True)
        (norm1): LayerNorm((8,), eps=1e-05, elementwise_affine=True)
        (norm2): LayerNorm((8,), eps=1e-05, elementwise_affine=True)
        (norm3): LayerNorm((8,), eps=1e-05, elementwise_affine=True)
        (dropout1): Dropout(p=0.1, inplace=False)
        (dropout2): Dropout(p=0.1, inplace=False)
        (dropout3): Dropout(p=0.1, inplace=False)
      )
    )
  )
  (output_head): Linear(in_features=8, out_features=2, bias=True)
)
Total parameters: 70,978
Training set | Epoch 1 | MSE Loss: 162.5259 | Time taken: 119.272s
Training set | Epoch 2 | MSE Loss: 51.2393 | Time taken: 118.7363s
Training set | Epoch 3 | MSE Loss: 10.3742 | Time taken: 118.5893s
Training set | Epoch 4 | MSE Loss: 2.7155 | Time taken: 118.514s
Training set | Epoch 5 | MSE Loss: 1.1578 | Time taken: 118.356s
Training set | Epoch 6 | MSE Loss: 0.6642 | Time taken: 118.7506s
Training set | Epoch 7 | MSE Loss: 0.395 | Time taken: 118.6067s
Training set | Epoch 8 | MSE Loss: 0.2287 | Time taken: 118.5632s
Training set | Epoch 9 | MSE Loss: 0.1521 | Time taken: 118.9145s
Training set | Epoch 10 | MSE Loss: 0.1164 | Time taken: 117.6706s
Training set | Epoch 11 | MSE Loss: 0.095 | Time taken: 117.8389s
Training set | Epoch 12 | MSE Loss: 0.0851 | Time taken: 117.7019s
Training set | Epoch 13 | MSE Loss: 0.0786 | Time taken: 116.59s
Training set | Epoch 14 | MSE Loss: 0.0742 | Time taken: 116.7537s
Training set | Epoch 15 | MSE Loss: 0.0671 | Time taken: 116.5003s
Training set | Epoch 16 | MSE Loss: 0.0626 | Time taken: 116.4548s
Training set | Epoch 17 | MSE Loss: 0.0582 | Time taken: 116.4388s
Training set | Epoch 18 | MSE Loss: 0.0575 | Time taken: 116.7305s
Training set | Epoch 19 | MSE Loss: 0.0527 | Time taken: 116.7455s
Training set | Epoch 20 | MSE Loss: 0.0491 | Time taken: 116.5906s
Training set | Epoch 21 | MSE Loss: 0.0481 | Time taken: 116.3536s
Training set | Epoch 22 | MSE Loss: 0.0467 | Time taken: 116.3724s
Training set | Epoch 23 | MSE Loss: 0.0452 | Time taken: 116.6595s
Training set | Epoch 24 | MSE Loss: 0.0407 | Time taken: 116.4956s
Training set | Epoch 25 | MSE Loss: 0.0394 | Time taken: 116.6767s
Training set | Epoch 26 | MSE Loss: 0.0376 | Time taken: 116.9335s
Training set | Epoch 27 | MSE Loss: 0.0365 | Time taken: 116.9562s
Training set | Epoch 28 | MSE Loss: 0.0342 | Time taken: 116.8893s
Training set | Epoch 29 | MSE Loss: 0.0354 | Time taken: 116.8994s
